,day,time,user,hub name,playlist name,playlist id,description,image url,length,type,Unnamed: 10
3094,2022-04-19,13:00:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
3095,2022-04-19,13:00:00,male user,Discover something new,Bach: Motets,,,,,album,Johann Sebastian Bach
3096,2022-04-19,13:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
3097,2022-04-19,13:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
3098,2022-04-19,13:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
3099,2022-04-19,13:00:00,male user,Discover something new,De Hazes 100,,,,,album,
3100,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Desi Hits,,,,,playlist,
3101,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Global X,,,,,playlist,
3102,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Viva Latino,,,,,playlist,
3103,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,K-Pop On,,,,,playlist,
3104,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Baila Reggaeton,,,,,playlist,
3105,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Funk Hits,,,,,playlist,
3106,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,African Heart,,,,,playlist,
3107,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Afropop,,,,,playlist,
3108,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Afro Hits,,,,,playlist,
3109,2022-04-19,13:00:00,male user,Global Cultures on the Main Stage,Classic Afropop,,,,,playlist,
3110,2022-04-19,13:00:00,male user,More of what you like,Summer '22,,,,,playlist,
3111,2022-04-19,13:00:00,male user,More of what you like,Mood Booster,,,,,playlist,
3112,2022-04-19,13:00:00,male user,More of what you like,Daily Lift,,,,,playlist,
3113,2022-04-19,13:00:00,male user,More of what you like,Feeling Good Feeling Great,,,,,playlist,
3114,2022-04-19,13:00:00,male user,More of what you like,big on the internet,,,,,playlist,
3115,2022-04-19,13:00:00,male user,More of what you like,Hot Country,,,,,playlist,
3116,2022-04-19,13:00:00,male user,More of what you like,Chill Hits,,,,,playlist,
3117,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Beste van NL,,,,,playlist,
3118,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Happy Tunes,,,,,playlist,
3119,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Alternative All Lined Up,,,,,playlist,
3120,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
3121,2022-04-19,13:00:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
3122,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Je Moerstaal,,,,,playlist,
3123,2022-04-19,13:00:00,male user,Blijf op de hoogte!,360 Dance,,,,,playlist,
3124,2022-04-19,13:00:00,male user,Blijf op de hoogte!,Top Hits Workout,,,,,playlist,
3125,2022-04-19,13:00:00,male user,More like Harry Styles ,All Out 2010s,,,,,playlist,
3126,2022-04-19,13:00:00,male user,More like Harry Styles ,Hit Rewind,,,,,playlist,
3127,2022-04-19,13:00:00,male user,More like Harry Styles ,Best of the Decade For You,,,,,playlist,
3128,2022-04-19,13:00:00,male user,More like Harry Styles ,Mega Hit Mix,,,,,playlist,
3129,2022-04-19,13:00:00,male user,More like Harry Styles ,Women of Pop,,,,,playlist,
3130,2022-04-19,13:00:00,male user,More like Harry Styles ,homework vibes,,Some bops to take the pain of homework away.,https://i.scdn.co/image/ab67706f000000024350d49f3b25f1c74479e4bb,,playlist,
3131,2022-04-19,13:00:00,male user,More like Harry Styles ,Soft 10s,,,,,playlist,
3132,2022-04-19,13:00:00,male user,More like Harry Styles ,Positive Vibes,,,,,playlist,
3133,2022-04-19,13:00:00,male user,More like Harry Styles ,10s Love Songs ,,Unforgettable love songs from the 2010s.,https://i.scdn.co/image/ab67706f00000002b9f8c770d6c21dadcc152091,,playlist,
3134,2022-04-19,13:00:00,male user,More like Harry Styles ,Comfort Zone,,,,,playlist,
3135,2022-04-19,13:00:00,male user,Dream Playlist Rotation,Songs to Scream in the Car,,,,,playlist,
3136,2022-04-19,13:00:00,male user,Dream Playlist Rotation,big on the Internet,,,,,playlist,
3137,2022-04-19,13:00:00,male user,Dream Playlist Rotation,Dopamine,,,,,playlist,
3138,2022-04-19,13:00:00,male user,Dream Playlist Rotation,Internet people,,,,,playlist,
3139,2022-04-19,13:00:00,male user,Dream Playlist Rotation,RapCaviar ,,,,,playlist,
3140,2022-04-19,13:00:00,male user,Dream Playlist Rotation,Lorem,,,,,playlist,
3141,2022-04-19,13:00:00,male user,Dream Playlist Rotation,goosebumps,,,,,playlist,
3142,2022-04-19,13:00:00,male user,Dream Playlist Rotation,BBE,,,,,playlist,
3143,2022-04-19,13:00:00,male user,Dream Playlist Rotation,The Locker,,,,,playlist,
3144,2022-04-19,13:00:00,male user,Dream Playlist Rotation,My Life is a Movie,,,,,playlist,
3145,2022-04-19,13:00:00,male user,Recommended for you today,Light Switch (Instrumental),,,,,single,Charlie Puth
3146,2022-04-19,13:00:00,male user,Recommended for you today,she's all i wanna be,,,,,single,Tate McRae
3147,2022-04-19,13:00:00,male user,Recommended for you today,When You're Gone,,,,,single,Shawn Mendes
3148,2022-04-19,13:00:00,male user,Recommended for you today,West Coast,,,,,single,OneRepublic
3149,2022-04-19,13:00:00,male user,Recommended for you today,Everything But You,,,,,single,Clean Bandit; A7S
3150,2022-04-19,13:00:00,male user,Recommended for you today,Dancing Feet,,,,,single,Kygo; DNCE
3151,2022-04-19,13:00:00,male user,Recommended for you today,Don't Wake Me Up,,,,,single,Jonas Blue; Why Don't We
3152,2022-04-19,13:00:00,male user,Recommended for you today,Ayo Girl (Fayahh Beat),57Hk0AE5OhgXrPWZOhipHt,,,,single,Jason Derulo;Rema
3153,2022-04-19,13:00:00,male user,Recommended for you today,Attention,,,,,single,"Omah Lay, Justin Bieber"
3154,2022-04-19,13:00:00,male user,Recommended for you today,High,,,,,single,The Chainsmokers
3155,2022-04-19,13:00:00,male user,Your top mixes,Doja Cat Mix,,,,,playlist,
3156,2022-04-19,13:00:00,male user,Your top mixes,Ed Sheeran Mix,,,,,playlist,
3157,2022-04-19,13:00:00,male user,Your top mixes,2010s Mix,,,,,playlist,
3158,2022-04-19,13:00:00,male user,Your top mixes,70s Mix,,,,,playlist,
3159,2022-04-19,13:00:00,male user,Your top mixes,Pop Mix,,,,,playlist,
3160,2022-04-19,13:00:00,male user,Your top mixes,Rock Mix,,,,,playlist,
3161,2022-04-19,13:00:00,male user,Your top mixes,K-Pop Mix,,,,,playlist,
3162,2022-04-19,13:00:00,male user,Your top mixes,Grime Mix,,,,,playlist,
3163,2022-04-19,13:00:00,male user,Your top mixes,Happy Mix,,,,,playlist,
3164,2022-04-19,13:00:00,male user,Your top mixes,Moody Mix,,,,,playlist,
3165,2022-04-19,13:00:00,male user,Recommended Radio,Taylor Swift Radio,,,,,playlist,
3166,2022-04-19,13:00:00,male user,Recommended Radio,First Class Radio,,,,,playlist,
3167,2022-04-19,13:00:00,male user,Recommended Radio,Bad Bunny Radio,,,,,playlist,
3168,2022-04-19,13:00:00,male user,Recommended Radio,BTS Radio,,,,,playlist,
3169,2022-04-19,13:00:00,male user,Recommended Radio,Pink Floyd Radio,,,,,playlist,
3170,2022-04-19,13:00:00,male user,Recommended Radio,Bones Radio,,,,,playlist,
3171,2022-04-19,13:00:00,male user,Recommended Radio,Numb Little Bug Radio,,,,,playlist,
3172,2022-04-19,13:00:00,male user,Recommended Radio,Fingers Crossed Radio,,,,,playlist,
3173,2022-04-19,13:00:00,male user,Recommended Radio,Ghost Radio,,,,,playlist,
3174,2022-04-19,13:00:00,male user,Throwback,All Out 2000s,,The biggest songs of the 2000s.,,,playlist,
3175,2022-04-19,13:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
3176,2022-04-19,13:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
3177,2022-04-19,13:00:00,male user,Throwback,All Out 80s,,,,,playlist,
3178,2022-04-19,13:00:00,male user,Throwback,Easy 80s,,,,,playlist,
3179,2022-04-19,13:00:00,male user,Throwback,Throwback Party,,,,,playlist,
3180,2022-04-19,13:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
3181,2022-04-19,13:00:00,male user,Throwback,All out 70s,,,,,playlist,
3182,2022-04-19,13:00:00,male user,New and rising artists,Radar Global,,"girl in red, Zack Tabudlo, Rich Brain",,,playlist,
3183,2022-04-19,13:00:00,male user,New and rising artists,Radar US,,"ROBI, Yahritza Y Su Esseencia, Joyce Santana",,,playlist,
3184,2022-04-19,13:00:00,male user,New and rising artists,Radar Canada,,"Connor Price;  Alicia Moffet; Ikky; BLOND:ISH, ….",,,playlist,
3185,2022-04-19,13:00:00,male user,Popular albums,=,,,,,album,Ed Sheeran
3186,2022-04-19,13:00:00,male user,Popular albums,Vluchtstrook,,,,,single,"Kris Kross Amsterdam, Antoon"
3187,2022-04-19,13:00:00,male user,Popular albums,SOUR,,,,,album,Olivia Rodrigo
3188,2022-04-19,13:00:00,male user,Popular albums,Trobi On the Beat,,,,,album,Trobi
3189,2022-04-19,13:00:00,male user,Popular albums,Multitude,,,,,album,Stromae
3190,2022-04-19,13:00:00,male user,Popular albums,PRIX D'AMI,,,,,album,Mula B
3191,2022-04-19,13:00:00,male user,Popular albums,Ibiza Stories,,,,,album,Lil Kleine
3192,2022-04-19,13:00:00,male user,Popular albums,Dat heb jij gedaan,,,,,single,MEAU
3193,2022-04-19,13:00:00,male user,Popular albums,De Diepte,,,,,single,S10
3194,2022-04-19,13:00:00,male user,Popular albums,Hallo,,,,,album,Antoon
3195,2022-04-19,13:00:00,male user,Trending now,As It Was,,,,,single,Harry Styles
3196,2022-04-19,13:00:00,male user,Trending now,When You're Gone,,,,,single,Shawn Mendes
3197,2022-04-19,13:00:00,male user,Trending now,First Class,,,,,single,Jack Harlow
3198,2022-04-19,13:00:00,male user,Trending now,Melody,,,,,single,Sigala
3199,2022-04-19,13:00:00,male user,Trending now,Belly Dancer,,,,,single,"Imanbek, BYOR"
3200,2022-04-19,13:00:00,male user,Trending now,Ferrari,,,,,single,"James Hype, Miggy Dela Rosa"
3201,2022-04-19,13:00:00,male user,Trending now,Love Myself,,,,,single,RONDÉ
3202,2022-04-19,13:00:00,male user,Trending now,Heat (feat Bizzey),,,,,single,"Dopebwoy, Bizzey"
3203,2022-04-19,13:00:00,male user,Trending now,Taxi,,,,,single,Jack
3204,2022-04-19,13:00:00,male user,Trending now,Make it a Memory,,,,,single,"Krezip, Danny Vera"
3205,2022-04-19,13:00:00,male user,Trending now,Hefvermogen 2,,,,,album,Hef
3206,2022-04-19,13:00:00,male user,Suggested artists,Lauren Spencer-Smith,,,,,artist,
3207,2022-04-19,13:00:00,male user,Suggested artists,The Kid LAROI,,,,,artist,
3208,2022-04-19,13:00:00,male user,Suggested artists,Labirinth,,,,,artist,
3209,2022-04-19,13:00:00,male user,Suggested artists,Ckay,,,,,artist,
3210,2022-04-19,13:00:00,male user,Suggested artists,Glass Animals,,,,,artist,
3211,2022-04-19,13:00:00,male user,Suggested artists,ALTÉGO,,,,,artist,
3212,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 1,,"Taylor Swift, Charly XCX, Opar Apollo and more",,,playlist,
3213,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 2,,"Queen, Bruce Springsteen, Pink Floyd and more",,,playlist,
3214,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 3,,"Anson Seabra, Mimi Webb, Adele and more",,,playlist,
3215,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 4,,"Kygo, Tones and I, George Ezra and more",,,playlist,
3216,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 5,,"Pearl Jam, Rexx Life Raj, mike. And more",,,playlist,
3217,2022-04-19,13:00:00,male user,Made For Male name,Daily Mix 6,,"Cristian D, Antoon, Snelle and more",,,playlist,
3218,2022-04-19,13:00:00,male user,Uniquely Yours,Time Capsule,,,,,playlist,
3219,2022-04-19,13:00:00,male user,Uniquely Yours,Daily Drive,,A mix of news and music made for you,,,playlist,
3220,2022-04-19,13:00:00,male user,Uniquely Yours,Liked Songs,,The biggest songs of the 2000s.,,,playlist,
3221,2022-04-19,13:00:00,male user,Pop,just hits,,,,,playlist,
3222,2022-04-19,13:00:00,male user,Pop,Fresh hits,,,,,playlist,
3223,2022-04-19,13:00:00,male user,Pop,African Heat,,,,,playlist,
3224,2022-04-19,13:00:00,male user,Pop,Je Moerstaal,,,,,playlist,
3225,2022-04-19,13:00:00,male user,Pop,New Music Friday,,,,,playlist,
3226,2022-04-19,13:00:00,male user,Pop,Gen-Z Nostalie,,,,,playlist,
3227,2022-04-19,16:00:00,male user,Discover something new,Platinum Hits,,,,,playlist,
3228,2022-04-19,16:00:00,male user,Discover something new,Fresh Pop,,,,,playlist,
3229,2022-04-19,16:00:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
3230,2022-04-19,16:00:00,male user,Discover something new,Bach: Motets,,,,,album,Johann Sebastian Bach
3231,2022-04-19,16:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
3232,2022-04-19,16:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
3233,2022-04-19,16:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
3234,2022-04-19,16:00:00,male user,Discover something new,De Hazes 100,,,,,album,
3235,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Desi Hits,,,,,playlist,
3236,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Global X,,,,,playlist,
3237,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Viva Latino,,,,,playlist,
3238,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,K-Pop On,,,,,playlist,
3239,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Baila Reggaeton,,,,,playlist,
3240,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Funk Hits,,,,,playlist,
3241,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,African Heart,,,,,playlist,
3242,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Afropop,,,,,playlist,
3243,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Afro Hits,,,,,playlist,
3244,2022-04-19,16:00:00,male user,Global Cultures on the Main Stage,Classic Afropop,,,,,playlist,
3245,2022-04-19,16:00:00,male user,More of what you like,Summer '22,,,,,playlist,
3246,2022-04-19,16:00:00,male user,More of what you like,Mood Booster,,,,,playlist,
3247,2022-04-19,16:00:00,male user,More of what you like,Daily Lift,,,,,playlist,
3248,2022-04-19,16:00:00,male user,More of what you like,Feeling Good Feeling Great,,,,,playlist,
3249,2022-04-19,16:00:00,male user,More of what you like,big on the internet,,,,,playlist,
3250,2022-04-19,16:00:00,male user,More of what you like,Hot Country,,,,,playlist,
3251,2022-04-19,16:00:00,male user,More of what you like,Chill Hits,,,,,playlist,
3252,2022-04-19,16:00:00,male user,More like Harry Styles ,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open",https://i.scdn.co/image/ab67706f000000020a255d63f392f2b51d603ef2,,playlist,
3253,2022-04-19,16:00:00,male user,More like Harry Styles ,Hit Rewind,,,,,playlist,
3254,2022-04-19,16:00:00,male user,More like Harry Styles ,Best of the Decade For You,,,,,playlist,
3255,2022-04-19,16:00:00,male user,More like Harry Styles ,Mega Hit Mix,,,,,playlist,
3256,2022-04-19,16:00:00,male user,More like Harry Styles ,Women of Pop,,,,,playlist,
3257,2022-04-19,16:00:00,male user,More like Harry Styles ,homework vibes,,Some bops to take the pain of homework away.,https://i.scdn.co/image/ab67706f000000024350d49f3b25f1c74479e4bb,,playlist,
3258,2022-04-19,16:00:00,male user,More like Harry Styles ,Soft 10s,,,,,playlist,
3259,2022-04-19,16:00:00,male user,More like Harry Styles ,Positive Vibes,,,,,playlist,
3260,2022-04-19,16:00:00,male user,More like Harry Styles ,10s Love Songs ,,Unforgettable love songs from the 2010s.,https://i.scdn.co/image/ab67706f00000002b9f8c770d6c21dadcc152091,,playlist,
3261,2022-04-19,16:00:00,male user,More like Harry Styles ,Comfort Zone,,,,,playlist,
3262,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Happy Tunes,,,,,playlist,
3263,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Beste van NL,,,,,playlist,
3264,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Stay Tuned!,,,,,playlist,
3265,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Je Moerstaal,,,,,playlist,
3266,2022-04-19,16:00:00,male user,Blijf op de hoogte!,t Koffiehuis,,,,,playlist,
3267,2022-04-19,16:00:00,male user,Blijf op de hoogte!,360 Dance,,,,,playlist,
3268,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Top Hits Workout,,,,,playlist,
3269,2022-04-19,16:00:00,male user,Blijf op de hoogte!,Made in NL,,,,,playlist,
3270,2022-04-19,16:00:00,male user,Dream Playlist Rotation,Songs to scream in the car,,,,,playlist,
3271,2022-04-19,16:00:00,male user,Dream Playlist Rotation,big on the Internet,,,,,playlist,
3272,2022-04-19,16:00:00,male user,Dream Playlist Rotation,Dopamine,,,,,playlist,
3273,2022-04-19,16:00:00,male user,Dream Playlist Rotation,Internet people,,,,,playlist,
3274,2022-04-19,16:00:00,male user,Dream Playlist Rotation,RapCaviar ,,,,,playlist,
3275,2022-04-19,16:00:00,male user,Dream Playlist Rotation,Lorem,,,,,playlist,
3276,2022-04-19,16:00:00,male user,Dream Playlist Rotation,goosebumps,,,,,playlist,
3277,2022-04-19,16:00:00,male user,Dream Playlist Rotation,BBE,,,,,playlist,
3278,2022-04-19,16:00:00,male user,Dream Playlist Rotation,The Locker,,,,,playlist,
3279,2022-04-19,16:00:00,male user,Dream Playlist Rotation,My Life is a Movie,,,,,playlist,
3280,2022-04-19,16:00:00,male user,Recommended for you today,Light Switch (Instrumental),,,,,single,Charlie Puth
3281,2022-04-19,16:00:00,male user,Recommended for you today,she's all i wanna be,,,,,single,Tate McRae
3282,2022-04-19,16:00:00,male user,Recommended for you today,When You're Gone,,,,,single,Shawn Mendes
3283,2022-04-19,16:00:00,male user,Recommended for you today,West Coast,,,,,single,OneRepublic
3284,2022-04-19,16:00:00,male user,Recommended for you today,Everything But You,,,,,single,Clean Bandit; A7S
3285,2022-04-19,16:00:00,male user,Recommended for you today,Dancing Feet,,,,,single,Kygo; DNCE
3286,2022-04-19,16:00:00,male user,Recommended for you today,Don't Wake Me Up,,,,,single,Jonas Blue; Why Don't We
3287,2022-04-19,16:00:00,male user,Recommended for you today,Ayo Girl (Fayahh Beat),57Hk0AE5OhgXrPWZOhipHt,,,,single,Jason Derulo;Rema
3288,2022-04-19,16:00:00,male user,Recommended for you today,Attention,,,,,single,"Omah Lay, Justin Bieber"
3289,2022-04-19,16:00:00,male user,Recommended for you today,High,,,,,single,The Chainsmokers
3290,2022-04-19,16:00:00,male user,Your top mixes,Doja Cat Mix,,,,,playlist,
3291,2022-04-19,16:00:00,male user,Your top mixes,Ed Sheeran Mix,,,,,playlist,
3292,2022-04-19,16:00:00,male user,Your top mixes,2010s Mix,,,,,playlist,
3293,2022-04-19,16:00:00,male user,Your top mixes,70s Mix,,,,,playlist,
3294,2022-04-19,16:00:00,male user,Your top mixes,Pop Mix,,,,,playlist,
3295,2022-04-19,16:00:00,male user,Your top mixes,Rock Mix,,,,,playlist,
3296,2022-04-19,16:00:00,male user,Your top mixes,K-Pop Mix,,,,,playlist,
3297,2022-04-19,16:00:00,male user,Your top mixes,Grime Mix,,,,,playlist,
3298,2022-04-19,16:00:00,male user,Your top mixes,Happy Mix,,,,,playlist,
3299,2022-04-19,16:00:00,male user,Your top mixes,Moody Mix,,,,,playlist,
3300,2022-04-19,16:00:00,male user,Recommended Radio,Taylor Swift Radio,,,,,playlist,
3301,2022-04-19,16:00:00,male user,Recommended Radio,First Class Radio,,,,,playlist,
3302,2022-04-19,16:00:00,male user,Recommended Radio,Bad Bunny Radio,,,,,playlist,
3303,2022-04-19,16:00:00,male user,Recommended Radio,BTS Radio,,,,,playlist,
3304,2022-04-19,16:00:00,male user,Recommended Radio,Pink Floyd Radio,,,,,playlist,
3305,2022-04-19,16:00:00,male user,Recommended Radio,Bones Radio,,,,,playlist,
3306,2022-04-19,16:00:00,male user,Recommended Radio,Numb Little Bug Radio,,,,,playlist,
3307,2022-04-19,16:00:00,male user,Recommended Radio,Fingers Crossed Radio,,,,,playlist,
3308,2022-04-19,16:00:00,male user,Recommended Radio,Ghost Radio,,,,,playlist,
3309,2022-04-19,16:00:00,male user,Throwback,All Out 2000s,,The biggest songs of the 2000s.,,,playlist,
3310,2022-04-19,16:00:00,male user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations. Celebrating 45 years of the Clash's debut album.,,,playlist,
3311,2022-04-19,16:00:00,male user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,,,playlist,
3312,2022-04-19,16:00:00,male user,Throwback,All Out 80s,,,,,playlist,
3313,2022-04-19,16:00:00,male user,Throwback,Reggaeton Mix,,,,,playlist,
3314,2022-04-19,16:00:00,male user,Throwback,Easy 80s,,,,,playlist,
3315,2022-04-19,16:00:00,male user,Throwback,Throwback Party,,,,,playlist,
3316,2022-04-19,16:00:00,male user,Throwback,Jazz Classics,,,,,playlist,
3317,2022-04-19,16:00:00,male user,Throwback,All out 70s,,,,,playlist,
3318,2022-04-19,16:00:00,male user,Trending now,As It Was,,,,,single,Harry Styles
3319,2022-04-19,16:00:00,male user,Trending now,When You're Gone,,,,,single,Shawn Mendes
3320,2022-04-19,16:00:00,male user,Trending now,First Class,,,,,single,Jack Harlow
3321,2022-04-19,16:00:00,male user,Trending now,Melody,,,,,single,Sigala
3322,2022-04-19,16:00:00,male user,Trending now,Belly Dancer,,,,,single,"Imanbek, BYOR"
3323,2022-04-19,16:00:00,male user,Trending now,Ferrari,,,,,single,"James Hype, Miggy Dela Rosa"
3324,2022-04-19,16:00:00,male user,Trending now,Love Myself,,,,,single,RONDÉ
3325,2022-04-19,16:00:00,male user,Trending now,Heat (feat Bizzey),,,,,single,"Dopebwoy, Bizzey"
3326,2022-04-19,16:00:00,male user,Trending now,Taxi,,,,,single,Jack
3327,2022-04-19,16:00:00,male user,Trending now,Make it a Memory,,,,,single,"Krezip, Danny Vera"
3328,2022-04-19,16:00:00,male user,New and rising artists,Radar Global,,"girl in red, Zack Tabudlo, Rich Brain",,,playlist,
3329,2022-04-19,16:00:00,male user,New and rising artists,Radar US,,"ROBI, Yahritza Y Su Esseencia, Joyce Santana",,,playlist,
3330,2022-04-19,16:00:00,male user,New and rising artists,Radar Canada,,"Connor Price;  Alicia Moffet; Ikky; BLOND:ISH, ….",,,playlist,
3331,2022-04-19,16:00:00,male user,Popular albums,=,,,,,album,Ed Sheeran
3332,2022-04-19,16:00:00,male user,Popular albums,Vluchtstrook,,,,,single,"Kris Kross Amsterdam, Antoon"
3333,2022-04-19,16:00:00,male user,Popular albums,SOUR,,,,,album,Olivia Rodrigo
3334,2022-04-19,16:00:00,male user,Popular albums,Trobi On the Beat,,,,,album,Trobi
3335,2022-04-19,16:00:00,male user,Popular albums,Multitude,,,,,album,Stromae
3336,2022-04-19,16:00:00,male user,Popular albums,PRIX D'AMI,,,,,album,Mula B
3337,2022-04-19,16:00:00,male user,Popular albums,Ibiza Stories,,,,,album,Lil Kleine
3338,2022-04-19,16:00:00,male user,Popular albums,Dat heb jij gedaan,,,,,single,MEAU
3339,2022-04-19,16:00:00,male user,Popular albums,Hallo,,,,,album,Antoon
3340,2022-04-19,16:00:00,male user,Suggested artists,Antoon,,,,,artist,
3341,2022-04-19,16:00:00,male user,Suggested artists,Olivia Rodrigo,,,,,artist,
3342,2022-04-19,16:00:00,male user,Suggested artists,Tate McRae,,,,,artist,
3343,2022-04-19,16:00:00,male user,Suggested artists,Ckay,,,,,artist,
3344,2022-04-19,16:00:00,male user,Suggested artists,Glass Animals,,,,,artist,
3345,2022-04-19,16:00:00,male user,Suggested artists,The Kid LAROI,,,,,artist,
3346,2022-04-19,16:00:00,male user,Suggested artists,FLEMMING,,,,,artist,
3347,2022-04-19,16:00:00,male user,Suggested artists,Labirinth,,,,,artist,
3348,2022-04-19,16:00:00,male user,Suggested artists,Lauren Spencer-Smith,,,,,artist,
3349,2022-04-19,16:00:00,male user,Suggested artists,ALTÉGO,,,,,artist,
3350,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 1,,"Taylor Swift, Charly XCX, Opar Apollo and more",,,playlist,
3351,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 2,,"Queen, Bruce Springsteen, Pink Floyd and more",,,playlist,
3352,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 3,,"Anson Seabra, Mimi Webb, Adele and more",,,playlist,
3353,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 4,,"Kygo, Tones and I, George Ezra and more",,,playlist,
3354,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 5,,"Pearl Jam, Rexx Life Raj, mike. And more",,,playlist,
3355,2022-04-19,16:00:00,male user,Made For Male name,Daily Mix 6,,"Cristian D, Antoon, Snelle and more",,,playlist,
3356,2022-04-19,16:00:00,male user,Made For Male name,Daily Drive,,A mix of news and music made for you,,,playlist,
3357,2022-04-19,16:00:00,male user,Pop,just hits,,,,,playlist,
3358,2022-04-19,16:00:00,male user,Pop,Fresh hits,,,,,playlist,
3359,2022-04-19,16:00:00,male user,Pop,African Heat,,,,,playlist,
3360,2022-04-19,16:00:00,male user,Pop,Je Moerstaal,,,,,playlist,
3361,2022-04-19,16:00:00,male user,Pop,New Music Friday,,,,,playlist,
3362,2022-04-19,16:00:00,male user,Pop,Gen-Z Nostalie,,,,,playlist,
3363,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,Pink Floyd Radio,,,,,playlist,
3364,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,70s Rock Anthems,,,,,playlist,
3365,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,Hey Hey Rise Up,,,,,single,Pink Floyd
3366,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,Soft Rock,,,,,playlist,
3367,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,Pure Rock & Roll,,,,,playlist,
3368,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,Classic Acoustic,,,,,playlist,
3369,2022-04-19,16:00:00,male user,Discover more from Pink Floyd,This is Pink Floyd,,,,,playlist,
3370,2022-04-19,19:00:00,male user,Discover something new,Platinum Hits,,,,,playlist,
3371,2022-04-19,19:00:00,male user,Discover something new,Fresh Pop,,,,,playlist,
3372,2022-04-19,19:00:00,male user,Discover something new,SOUR,,,,,album,Olivia Rodrigo
3373,2022-04-19,19:00:00,male user,Discover something new,Bach: Motets,,,,,album,Johann Sebastian Bach
3374,2022-04-19,19:00:00,male user,Discover something new,Je Moerstaal,,,,,playlist,
3375,2022-04-19,19:00:00,male user,Discover something new,Waar Dan Ook,,,,,single,Miss Montreal
3376,2022-04-19,19:00:00,male user,Discover something new,Soft Pop Hits,,,,,playlist,
3377,2022-04-19,19:00:00,male user,Discover something new,De Hazes 100,,,,,album,
3378,2022-04-19,19:00:00,male user,Global Cultures on the Main Stage,Desi Hits,,,,,playlist,
3379,2022-04-19,19:00:00,male user,Global Cultures on the Main Stage,Global X,,,,,playlist,
3380,2022-04-19,19:00:00,male user,Global Cultures on the Main Stage,Viva Latino,,,,,playlist,
